fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.38,0.38,2.8,0.068,Unknown,42,Low,Normal,0.72,12.9,Good
6.2,0.46,0.17,1.6,0.073,Low,11,Low,Very Basic,0.54,11.4,Decent
9.6,0.33,0.52,2.2,0.074,Medium,25,Low,Normal,0.76,12.4,Good
9.9,0.27,0.49,5,0.082,Medium,17,Low,Normal,0.52,12.5,Good
10.1,0.43,0.4,2.6,0.092,Medium,52,Very High,Normal,0.64,10,Good
9.8,0.5,0.34,2.3,0.094,Medium,45,Very High,Normal,0.6,9.7,Good
8.3,0.3,0.49,3.8,0.09,Medium,24,Low,Normal,0.64,12.1,Good
10.2,0.44,0.42,2,0.071,Low,20,Medium,Normal,0.79,11.1,Good
10.2,0.44,0.58,4.1,0.092,Medium,24,High,Normal,0.99,12,Good
8.3,0.28,0.48,2.1,0.093,Low,12,Low,Normal,0.62,12.4,Good
8.9,0.12,0.45,1.8,0.075,Medium,21,Low,Normal,0.76,11.9,Good
8.9,0.12,0.45,1.8,0.075,Medium,21,Low,Normal,0.76,11.9,Good
8.9,0.12,0.45,1.8,0.075,Medium,21,Low,Normal,0.76,11.9,Good
8.3,0.28,0.48,2.1,0.093,Low,12,Low,Normal,0.62,12.4,Good
8.2,0.31,0.4,2.2,0.058,Low,10,Low,Normal,0.68,11.2,Good
10.2,0.34,0.48,2.1,0.052,Low,9,Low,Normal,0.69,12.1,Good
7.6,0.43,0.4,2.7,0.082,Low,11,Low,Normal,0.54,12.2,Fine
8.5,0.21,0.52,1.9,0.09,Medium,23,Medium,Normal,0.67,10.4,Decent
9,0.36,0.52,2.1,0.111,Low,10,Medium,Normal,0.62,11.3,Fine
9.5,0.37,0.52,2,0.088,Medium,51,Medium,Normal,0.58,11.1,Fine
6.4,0.57,0.12,2.3,0.12,Unknown,36,Low,Normal,0.71,11.3,Good
8,0.59,0.05,2,0.089,Medium,32,High,Normal,0.61,10,Decent
8.5,0.47,0.27,1.9,0.058,High,38,Low,Normal,0.85,11.1,Fine
7.1,0.56,0.14,1.6,0.078,Low,18,Medium,Normal,0.62,9.3,Decent
6.6,0.57,0.02,2.1,0.115,Low,16,Medium,Normal,0.69,9.5,Decent
8.8,0.27,0.39,2,0.1,High,27,Low,Normal,0.69,11.2,Fine
8.5,0.47,0.27,1.9,0.058,High,38,Low,Normal,0.85,11.1,Fine
8.3,0.34,0.4,2.4,0.065,Unknown,48,Low,Normal,0.86,11,Fine
9,0.38,0.41,2.4,0.103,Low,10,Medium,Normal,0.58,11.9,Good
8.5,0.66,0.2,2.1,0.097,Unknown,113,High,Normal,0.48,9.2,Decent
9,0.4,0.43,2.4,0.068,Unknown,46,Low,Normal,0.6,12.2,Fine
6.7,0.56,0.09,2.9,0.079,Low,22,Medium,Normal,0.61,10.2,Decent
10.4,0.26,0.48,1.9,0.066,Low,10,High,Normal,0.87,10.9,Fine
10.4,0.26,0.48,1.9,0.066,Low,10,High,Normal,0.87,10.9,Fine
10.1,0.38,0.5,2.4,0.104,Low,13,Medium,Normal,0.65,11.6,Good
8.5,0.34,0.44,1.7,0.079,Low,12,Medium,Very Basic,0.63,10.7,Decent
8.8,0.33,0.41,5.9,0.073,Low,13,Medium,Normal,0.62,12.1,Good
7.2,0.41,0.3,2.1,0.083,Unknown,72,High,Normal,0.52,9.4,Decent
7.2,0.41,0.3,2.1,0.083,Unknown,72,High,Normal,0.52,9.4,Decent
8.4,0.59,0.29,2.6,0.109,Unknown,119,Very High,Normal,0.5,9.1,Decent
7,0.4,0.32,3.6,0.061,Medium,29,Low,Normal,0.49,11.3,Good
12.2,0.45,0.49,1.4,0.075,Low,6,High,Normal,0.63,10.4,Decent
9.1,0.5,0.3,1.9,0.065,Medium,17,High,Normal,0.71,10.5,Fine
9.5,0.86,0.26,1.9,0.079,Medium,28,High,Normal,0.62,10,Decent
7.3,0.52,0.32,2.1,0.07,Unknown,70,Low,Normal,0.82,12.9,Fine
9.1,0.5,0.3,1.9,0.065,Medium,17,High,Normal,0.71,10.5,Fine
12.2,0.45,0.49,1.4,0.075,Low,6,High,Normal,0.63,10.4,Decent
7.4,0.58,0,2,0.064,Low,11,Medium,Normal,0.58,11.3,Fine
9.8,0.34,0.39,1.4,0.066,Low,7,Low,Normal,0.55,11.4,Good
7.1,0.36,0.3,1.6,0.08,Unknown,70,High,Normal,0.5,9.4,Decent
7.7,0.39,0.12,1.7,0.097,High,27,Medium,Normal,0.49,9.4,Decent
9.7,0.295,0.4,1.5,0.073,Medium,21,Low,Normal,0.51,10.9,Fine
7.7,0.39,0.12,1.7,0.097,High,27,Medium,Normal,0.49,9.4,Decent
7.1,0.34,0.28,2,0.082,Unknown,68,High,Normal,0.48,9.4,Decent
6.5,0.4,0.1,2,0.076,Unknown,47,Low,Normal,0.48,9.4,Fine
7.1,0.34,0.28,2,0.082,Unknown,68,High,Normal,0.48,9.4,Decent
10,0.35,0.45,2.5,0.092,High,88,Very High,Normal,0.43,9.4,Decent
7.7,0.6,0.06,2,0.079,High,41,High,Normal,0.62,10.1,Fine
5.6,0.66,0,2.2,0.087,Low,11,Low,Unknown,0.63,12.8,Good
5.6,0.66,0,2.2,0.087,Low,11,Low,Unknown,0.63,12.8,Good
8.9,0.84,0.34,1.4,0.05,Low,10,Low,Very Accidic,0.48,9.1,Fine
6.4,0.69,0,1.65,0.055,Low,12,Low,Normal,0.53,12.9,Fine
7.5,0.43,0.3,2.2,0.062,Low,12,Low,Normal,0.72,11.5,Good
9.9,0.35,0.38,1.5,0.058,Unknown,47,High,Normal,0.82,10.6,Good
9.1,0.29,0.33,2.05,0.063,Medium,27,Low,Normal,0.84,11.7,Good
6.8,0.36,0.32,1.8,0.067,Low,8,Low,Normal,0.55,12.8,Good
8.2,0.43,0.29,1.6,0.081,Unknown,45,Medium,Normal,0.54,10.3,Decent
6.8,0.36,0.32,1.8,0.067,Low,8,Low,Normal,0.55,12.8,Good
9.1,0.29,0.33,2.05,0.063,Medium,27,Low,Normal,0.84,11.7,Good
9.1,0.3,0.34,2,0.064,Medium,25,Low,Normal,0.84,11.7,Good
8.9,0.35,0.4,3.6,0.11,Medium,24,Low,Normal,0.7,12,Good
9.6,0.5,0.36,2.8,0.116,Unknown,55,High,Normal,0.68,10.9,Decent
8.9,0.28,0.45,1.7,0.067,Low,12,Low,Normal,0.55,12.3,Good
8.9,0.32,0.31,2,0.088,Medium,19,Medium,Normal,0.55,10.4,Fine
7.7,1005,0.15,2.1,0.102,Medium,32,Medium,Normal,0.48,10,Decent
7.5,0.71,0,1.6,0.092,Unknown,31,Medium,Normal,0.58,10,Fine
8,0.58,0.16,2,0.12,Low,7,Low,Normal,0.58,11.2,Fine
10.5,0.39,0.46,2.2,0.075,Medium,27,Medium,Very Accidic,0.84,11.4,Fine
8.9,0.38,0.4,2.2,0.068,Medium,28,Low,Normal,0.75,12.6,Good
8,0.18,0.37,0.9,0.049,Unknown,109,Low,Very Accidic,0.44,12.7,Fine
8,0.18,0.37,0.9,0.049,Unknown,109,Low,Very Accidic,0.44,12.7,Fine
7,0.5,0.14,1.8,0.078,Medium,23,Medium,Very Basic,0.61,10.4,Decent
11.3,0.36,0.66,2.4,0.123,Low,8,Medium,Normal,0.53,11.9,Fine
11.3,0.36,0.66,2.4,0.123,Low,8,Medium,Normal,0.53,11.9,Fine
7,0.51,0.09,2.1,0.062,Low,9,Medium,Normal,0.54,10.5,Decent
8.2,0.32,0.42,2.3,0.098,Low,9,Low,Normal,0.55,12.3,Fine
7.7,0.58,0.01,1.8,0.088,Medium,18,Medium,Normal,0.56,10.5,Good
8.6,0.83,0,2.8,0.095,High,43,Very High,Normal,0.6,10.4,Fine
7.9,0.31,0.32,1.9,0.066,Medium,36,Low,Normal,0.56,12.6,Fine
6.4,0.795,0,2.2,0.065,Unknown,52,Low,Normal,0.52,11.6,Decent
7.2,0.34,0.21,2.5,0.075,Unknown,68,Medium,Normal,0.54,10.1,Fine
7.7,0.58,0.01,1.8,0.088,Medium,18,Medium,Normal,0.56,10.5,Good
7.1,0.59,0,2.1,0.091,Medium,14,Low,Normal,0.55,11.5,Good
7.3,0.55,0.01,1.8,0.093,Medium,15,Low,Normal,0.58,11,Good
8.1,0.82,0,4.1,0.095,Low,14,Very High,Normal,0.53,9.6,Decent
7.5,0.57,0.08,2.6,0.089,Medium,27,Medium,Normal,0.59,10.4,Fine
8.9,0.745,0.18,2.5,0.077,High,48,High,Normal,0.47,9.7,Fine
10.1,0.37,0.34,2.4,0.085,Low,17,High,Normal,0.65,10.6,Good
7.6,0.31,0.34,2.5,0.082,Unknown,35,Low,Normal,0.59,12.5,Good
7.3,0.91,0.1,1.8,0.074,High,56,Medium,Normal,0.56,9.2,Decent
8.7,0.41,0.41,6.2,0.078,Unknown,42,Low,Normal,0.77,12.6,Good
8.9,0.5,0.21,2.2,0.088,High,39,High,Normal,0.83,11.1,Fine
7.4,0.965,0,2.2,0.088,High,32,High,Very Basic,0.67,10.2,Decent
6.9,0.49,0.19,1.7,0.079,Medium,26,Low,Normal,0.64,9.8,Fine
8.9,0.5,0.21,2.2,0.088,High,39,High,Normal,0.83,11.1,Fine
9.5,0.39,0.41,8.9,0.069,High,39,Very High,Normal,0.81,10.9,Good
6.4,0.39,0.33,3.3,0.046,Medium,53,Low,Normal,0.62,12.2,Fine
6.9,0.44,0,1.4,0.07,Unknown,38,Low,Normal,0.58,11.4,Fine
7.6,0.78,0,1.7,0.076,Unknown,45,Medium,Normal,0.62,10.7,Fine
7.1,0.43,0.17,1.8,0.082,Unknown,51,Medium,Normal,0.64,10.4,Decent
9.3,0.49,0.36,1.7,0.081,Low,14,High,Normal,0.78,10.9,Fine
9.3,0.5,0.36,1.8,0.084,Low,17,High,Normal,0.77,10.8,Fine
7.1,0.43,0.17,1.8,0.082,Unknown,51,Medium,Normal,0.64,10.4,Decent
8.5,0.46,0.59,1.4,0.414,High,45,High,Very Accidic,1.34,9.2,Decent
5.6,0.605,0.05,2.4,0.073,High,25,Low,Very Basic,0.55,12.9,Decent
8.3,0.33,0.42,2.3,0.07,Medium,20,Low,Normal,0.77,12.7,Good
8.2,0.64,0.27,2,0.095,Low,77,High,Normal,0.62,9.1,Fine
8.2,0.64,0.27,2,0.095,Low,77,High,Normal,0.62,9.1,Fine
8.9,0.48,0.53,4,0.101,Low,10,Medium,Normal,0.59,12.1,Good
7.6,0.42,0.25,3.9,0.104,Unknown,90,Very High,Normal,0.57,9.1,Decent
9.9,0.53,0.57,2.4,0.093,Unknown,52,High,Normal,0.76,11.6,Good
8.9,0.48,0.53,4,0.101,Low,10,Medium,Normal,0.59,12.1,Good
11.6,0.23,0.57,1.8,0.074,Low,8,Very High,Normal,0.7,9.9,Fine
9.1,0.4,0.5,1.8,0.071,Low,16,Low,Normal,0.69,12.5,Great
8,0.38,0.44,1.9,0.098,Low,15,Low,Normal,0.64,11.4,Fine
10.2,0.29,0.65,2.4,0.075,Low,17,Medium,Normal,0.63,11.8,Fine
8.2,0.74,0.09,2,0.067,Low,10,Low,Normal,0.57,11.8,Fine
7.7,0.61,0.18,2.4,0.083,Low,20,Medium,Normal,0.6,10.2,Fine
6.6,0.52,0.08,2.4,0.07,Medium,26,Low,Normal,0.72,12.5,Good
11.1,0.31,0.53,2.2,0.06,Low,10,Medium,Very Accidic,0.83,10.9,Good
11.1,0.31,0.53,2.2,0.06,Low,10,Medium,Very Accidic,0.83,10.9,Good
8,0.62,0.35,2.8,0.086,Unknown,52,High,Normal,0.62,10.8,Decent
9.3,0.33,0.45,1.5,0.057,High,37,Low,Normal,0.89,11.1,Good
7.5,0.77,0.2,8.1,0.098,Unknown,92,Very High,Normal,0.58,9.2,Decent
7.2,0.35,0.26,1.8,0.083,Unknown,75,High,Normal,0.58,9.5,Fine
8,0.62,0.33,2.7,0.088,High,37,High,Normal,0.58,10.7,Fine
7.5,0.77,0.2,8.1,0.098,Unknown,92,Very High,Normal,0.58,9.2,Decent
9.1,0.25,0.34,2,0.071,Unknown,67,High,Normal,0.86,10.2,Good
9.9,0.32,0.56,2,0.073,Low,8,Low,Normal,0.73,11.4,Fine
8.6,0.37,0.65,6.4,0.08,Low,8,Very High,Normal,0.58,11,Decent
8.6,0.37,0.65,6.4,0.08,Low,8,Very High,Normal,0.58,11,Decent
7.9,0.3,0.68,8.3,0.05,Unknown,278,Low,Very Accidic,0.51,12.3,Good
10.3,0.27,0.56,1.4,0.047,Low,8,Low,Normal,0.51,11.8,Fine
7.9,0.3,0.68,8.3,0.05,Unknown,289,Low,Very Accidic,0.51,12.3,Good
7.2,0.38,0.3,1.8,0.073,Unknown,70,High,Normal,0.59,9.5,Fine
8.7,0.42,0.45,2.4,0.072,Unknown,59,Medium,Normal,0.77,12,Fine
7.2,0.38,0.3,1.8,0.073,Unknown,70,High,Normal,0.59,9.5,Fine
6.8,0.48,0.08,1.8,0.074,Unknown,64,Low,Very Accidic,0.49,9.6,Decent
8.5,0.34,0.4,4.7,0.055,Low,9,High,Normal,0.66,11.6,Good
7.9,0.19,0.42,1.6,0.057,High,30,Low,Normal,0.69,11.2,Fine
11.6,0.41,0.54,1.5,0.095,Unknown,41,High,Very Accidic,0.76,9.9,Good
11.6,0.41,0.54,1.5,0.095,Unknown,41,High,Very Accidic,0.76,9.9,Good
10,0.26,0.54,1.9,0.083,Unknown,74,Low,Very Accidic,0.63,11.8,Great
7.9,0.34,0.42,2,0.086,Medium,19,Low,Normal,0.6,11.4,Fine
7,0.54,0.09,2,0.081,Medium,16,Low,Normal,0.59,11.5,Fine
9.2,0.31,0.36,2.2,0.079,Medium,31,Medium,Normal,0.86,12,Good
6.6,0.725,0.09,5.5,0.117,Medium,17,Medium,Normal,0.49,10.8,Fine
9.4,0.4,0.47,2.5,0.087,Low,20,High,Normal,0.5,10.5,Decent
6.6,0.725,0.09,5.5,0.117,Medium,17,Medium,Normal,0.49,10.8,Fine
8.6,0.52,0.38,1.5,0.096,Low,18,Medium,Normal,0.52,9.4,Decent
8,0.31,0.45,2.1,0.216,Low,16,Low,Normal,0.81,12.5,Good
8.6,0.52,0.38,1.5,0.096,Low,18,Medium,Normal,0.52,9.4,Decent
8.4,0.34,0.42,2.1,0.072,Unknown,36,Low,Very Accidic,0.78,12.4,Fine
7.4,0.49,0.27,2.1,0.071,Medium,25,Low,Normal,0.63,12,Fine
6.1,0.48,0.09,1.7,0.078,High,30,Low,Normal,0.54,11.2,Fine
7.4,0.49,0.27,2.1,0.071,Medium,25,Low,Normal,0.63,12,Fine
8,0.48,0.34,2.2,0.073,High,25,Low,Normal,0.66,12.4,Fine
6.3,0.57,0.28,2.1,0.048,Medium,49,Low,Normal,0.6,12.8,Decent
8.2,0.23,0.42,1.9,0.069,Medium,17,Low,Normal,0.54,12.3,Fine
9.1,0.3,0.41,2,0.068,Medium,24,Low,Normal,0.85,11.7,Good
8.1,0.78,0.1,3.3,0.09,Low,13,Very High,Normal,0.49,9.5,Decent
10.8,0.47,0.43,2.1,0.171,Unknown,66,Very High,Normal,0.76,10.8,Fine
8.3,0.53,0,1.4,0.07,Low,14,Medium,Normal,0.64,10,Fine
5.4,0.42,0.27,2,0.092,Unknown,55,Low,Unknown,0.64,12.3,Good
7.9,0.33,0.41,1.5,0.056,Low,35,Low,Normal,0.71,11,Fine
8.9,0.24,0.39,1.6,0.074,Low,10,High,Very Accidic,0.59,9.5,Fine
5,0.4,0.5,4.3,0.046,Unknown,80,Low,Normal,0.66,13.6,Fine
7,0.69,0.07,2.5,0.091,High,21,Medium,Normal,0.6,11.3,Fine
7,0.69,0.07,2.5,0.091,High,21,Medium,Normal,0.6,11.3,Fine
7,0.69,0.07,2.5,0.091,High,21,Medium,Normal,0.6,11.3,Fine
7.1,0.39,0.12,2.1,0.065,Medium,24,Low,Normal,0.53,13.3,Fine
5.6,0.66,0,2.5,0.066,Low,15,Low,Very Basic,0.58,12.9,Decent
7.9,0.54,0.34,2.5,0.076,Medium,17,Low,Normal,0.72,13.1,Great
6.6,0.5,0,1.8,0.062,High,28,Low,Normal,0.55,12.3,Fine
6.3,0.47,0,1.4,0.055,Unknown,33,Low,Normal,0.48,12.3,Fine
10.7,0.4,0.37,1.9,0.081,High,29,Medium,Very Accidic,0.65,11.2,Fine
6.5,0.58,0,2.2,0.096,Low,13,Low,Very Basic,0.62,11.5,Fair
8.8,0.24,0.35,1.7,0.055,Medium,27,Low,Normal,0.59,11.3,Good
5.8,0.29,0.26,1.7,0.063,Low,11,Low,Normal,0.54,13.5,Fine
6.3,0.76,0,2.9,0.072,Unknown,52,Low,Very Basic,0.6,11.5,Fine
10,0.43,0.33,2.7,0.095,Unknown,89,Very High,Normal,0.68,10,Decent
10.5,0.43,0.35,3.3,0.092,Unknown,70,Very High,Normal,0.69,10.5,Fine
9.1,0.6,0,1.9,0.058,Low,10,High,Normal,0.63,10.4,Fine
5.9,0.19,0.21,1.7,0.045,Unknown,135,Low,Normal,0.44,9.5,Decent
7.4,0.36,0.34,1.8,0.075,High,38,Low,Normal,0.88,13.6,Good
7.2,0.48,0.07,5.5,0.089,Medium,18,High,Normal,0.68,11.2,Good
8.5,0.28,0.35,1.7,0.061,Low,15,Low,Normal,0.74,11.8,Good
8,0.25,0.43,1.7,0.067,Unknown,50,Low,Normal,0.6,11.9,Fine
10.4,0.52,0.45,2,0.08,Low,13,High,Normal,0.76,11.4,Fine
10.4,0.52,0.45,2,0.08,Low,13,High,Normal,0.76,11.4,Fine
7.5,0.41,0.15,3.7,0.104,Unknown,94,Very High,Normal,0.58,9.1,Decent
8.2,0.51,0.24,2,0.079,High,86,High,Normal,0.64,9.5,Fine
7.3,0.4,0.3,1.7,0.08,Unknown,79,High,Normal,0.65,9.5,Fine
8.2,0.38,0.32,2.5,0.08,Unknown,71,Medium,Normal,0.85,11,Fine
6.9,0.45,0.11,2.4,0.043,Low,12,Low,Normal,0.65,11.4,Fine
7,0.22,0.3,1.8,0.065,High,20,Medium,Very Basic,0.82,10,Fine
7.3,0.32,0.23,2.3,0.066,Unknown,70,Medium,Normal,0.62,10.1,Decent
8.2,0.2,0.43,2.5,0.076,Unknown,51,Medium,Very Basic,0.81,10.4,Fine
7.8,0.5,0.12,1.8,0.178,Low,21,Medium,Normal,0.87,9.8,Fine
10,0.41,0.45,6.2,0.071,Low,14,High,Normal,0.49,11.8,Good
7.8,0.39,0.42,2,0.086,Medium,21,Low,Normal,0.66,11.6,Fine
10,0.35,0.47,2,0.061,Low,11,Medium,Normal,0.52,12,Fine
8.2,0.33,0.32,2.8,0.067,Low,12,Low,Normal,0.76,12.8,Good
6.1,0.58,0.23,2.5,0.044,High,70,Low,Normal,0.65,12.5,Fine
8.3,0.6,0.25,2.2,0.118,Medium,38,Medium,Normal,0.53,9.8,Decent
9.6,0.42,0.35,2.1,0.083,High,38,Medium,Normal,0.66,11.1,Fine
6.6,0.58,0,2.2,0.1,Unknown,63,Low,Very Basic,0.68,11.4,Fine
8.3,0.6,0.25,2.2,0.118,Medium,38,Medium,Normal,0.53,9.8,Decent
8.5,0.18,0.51,1.75,0.071,Unknown,88,Low,Normal,0.76,11.8,Good
5.1,0.51,0.18,2.1,0.042,High,101,Low,Normal,0.87,12.9,Good
6.7,0.41,0.43,2.8,0.076,Unknown,54,Medium,Normal,1.16,10.6,Fine
10.2,0.41,0.43,2.2,0.11,Medium,37,High,Normal,0.67,10.8,Decent
10.6,0.36,0.57,2.3,0.087,Low,20,High,Normal,0.72,11.1,Good
8.8,0.45,0.43,1.4,0.076,Medium,21,Low,Normal,0.75,10.2,Fine
8.5,0.32,0.42,2.3,0.075,Medium,19,Low,Normal,0.71,11.8,Good
9,0.785,0.24,1.7,0.078,Medium,21,High,Normal,0.67,10,Decent
9,0.785,0.24,1.7,0.078,Medium,21,High,Normal,0.67,10,Decent
8.5,0.44,0.5,1.9,0.369,High,38,Medium,Very Accidic,1.1,9.4,Decent
9.9,0.54,0.26,2,0.111,Low,60,High,Very Accidic,0.98,10.2,Decent
8.2,0.33,0.39,2.5,0.074,Unknown,48,Low,Normal,0.88,12.4,Good
6.5,0.34,0.27,2.8,0.067,Medium,44,Low,Normal,0.56,12,Fine
7.6,0.5,0.29,2.3,0.086,Low,14,Low,Normal,0.62,11.5,Fine
9.2,0.36,0.34,1.6,0.062,Low,12,Medium,Normal,0.67,10.5,Fine
7.1,0.59,0,2.2,0.078,Unknown,44,Low,Normal,0.68,10.8,Fine
9.7,0.42,0.46,2.1,0.074,Low,16,Medium,Normal,0.74,12.3,Fine
7.6,0.36,0.31,1.7,0.079,Unknown,65,High,Normal,0.62,9.5,Fine
7.6,0.36,0.31,1.7,0.079,Unknown,65,High,Normal,0.62,9.5,Fine
6.5,0.61,0,2.2,0.095,Unknown,59,Low,Very Basic,0.7,11.5,Fine
6.5,0.88,0.03,5.6,0.079,Unknown,47,Medium,Very Basic,0.5,11.2,Fair
7.1,0.66,0,2.4,0.052,Low,11,Low,Normal,0.66,12.7,Good
5.6,0.915,0,2.1,0.041,High,78,Low,Unknown,0.73,11.4,Decent
8.2,0.35,0.33,2.4,0.076,Medium,47,Medium,Normal,0.81,11,Fine
8.2,0.35,0.33,2.4,0.076,Medium,47,Medium,Normal,0.81,11,Fine
9.8,0.39,0.43,1.65,0.068,Low,11,Low,Normal,0.46,11.4,Decent
10.2,0.4,0.4,2.5,0.068,Unknown,54,High,Normal,0.86,10.5,Fine
6.8,0.66,0.07,1.6,0.07,High,61,Medium,Normal,0.6,9.3,Decent
6.7,0.64,0.23,2.1,0.08,Medium,119,Low,Normal,0.7,10.9,Decent
7,0.43,0.3,2,0.085,Low,39,Low,Normal,0.46,11.9,Fine
6.6,0.8,0.03,7.8,0.079,Low,12,Medium,Very Basic,0.5,12.2,Decent
7,0.43,0.3,2,0.085,Low,39,Low,Normal,0.46,11.9,Fine
6.7,0.64,0.23,2.1,0.08,Medium,119,Low,Normal,0.7,10.9,Decent
8.8,0.955,0.05,1.8,0.075,Low,19,Medium,Normal,0.44,9.6,Fair
9.1,0.4,0.57,4.6,0.08,Low,20,Medium,Normal,0.57,12.5,Fine
6.5,0.885,0,2.3,0.166,Low,12,Low,Very Basic,0.51,10.8,Decent
7.2,0.25,0.37,2.5,0.063,Medium,41,Low,Very Basic,0.8,12.4,Good
6.4,0.885,0,2.3,0.166,Low,12,Low,Very Basic,0.51,10.8,Decent
7,0.745,0.12,1.8,0.114,High,64,Medium,Normal,0.59,9.5,Fine
6.2,0.43,0.22,1.8,0.078,High,56,Medium,Very Basic,0.6,9.5,Fine
7.9,0.58,0.23,2.3,0.076,Unknown,94,High,Normal,0.58,9.5,Fine
7.7,0.57,0.21,1.5,0.069,Low,9,Low,Normal,0.54,9.8,Fine
7.7,0.26,0.26,2,0.052,High,77,Low,Normal,0.79,10.9,Fine
7.9,0.58,0.23,2.3,0.076,Unknown,94,High,Normal,0.58,9.5,Fine
7.7,0.57,0.21,1.5,0.069,Low,9,Low,Normal,0.54,9.8,Fine
7.9,0.34,0.36,1.9,0.065,Low,10,Low,Normal,0.54,11.2,Good
8.6,0.42,0.39,1.8,0.068,Low,12,Low,Normal,0.69,11.7,Great
9.9,0.74,0.19,5.8,0.111,Unknown,76,Very High,Normal,0.55,9.4,Decent
7.2,0.36,0.46,2.1,0.074,Unknown,44,Low,Normal,0.85,11,Good
7.2,0.36,0.46,2.1,0.074,Unknown,44,Low,Normal,0.85,11,Good
7.2,0.36,0.46,2.1,0.074,Unknown,44,Low,Normal,0.85,11,Good
9.9,0.72,0.55,1.7,0.136,Unknown,52,High,Normal,0.94,10,Decent
7.2,0.36,0.46,2.1,0.074,Unknown,44,Low,Normal,0.85,11,Good
6.2,0.39,0.43,2,0.071,Medium,24,Low,Normal,0.87,11.2,Good
6.8,0.65,0.02,2.1,0.078,Medium,15,Low,Normal,0.62,10.4,Fine
6.6,0.44,0.15,2.1,0.076,Unknown,53,Medium,Normal,0.62,9.3,Decent
6.8,0.65,0.02,2.1,0.078,Medium,15,Low,Normal,0.62,10.4,Fine
9.6,0.38,0.42,1.9,0.071,Low,13,Medium,Normal,0.75,10.5,Fine
10.2,0.33,0.46,1.9,0.081,Low,9,Medium,Very Accidic,0.48,10.4,Fine
8.8,0.27,0.46,2.1,0.095,High,29,Low,Normal,0.56,11.3,Fine
7.9,0.57,0.31,2,0.079,Medium,79,High,Normal,0.69,9.5,Fine
8.2,0.34,0.37,1.9,0.057,Unknown,74,Low,Normal,0.81,12,Fine
8.2,0.4,0.31,1.9,0.082,Medium,24,Medium,Normal,0.69,10.6,Fine
9,0.39,0.4,1.3,0.044,Unknown,50,Low,Normal,0.83,10.9,Fine
10.9,0.32,0.52,1.8,0.132,High,44,High,Normal,0.77,11.5,Fine
10.9,0.32,0.52,1.8,0.132,High,44,High,Normal,0.77,11.5,Fine
8.1,0.53,0.22,2.2,0.078,Unknown,89,High,Normal,0.46,9.6,Fine
10.5,0.36,0.47,2.2,0.074,Medium,23,Medium,Normal,0.76,12,Fine
12.6,0.39,0.49,2.5,0.08,Medium,20,Very High,Very Accidic,0.82,10.3,Fine
9.2,0.46,0.23,2.6,0.091,High,77,Very High,Normal,0.51,9.4,Decent
7.5,0.58,0.03,4.1,0.08,Unknown,46,Medium,Very Accidic,0.47,9.2,Decent
9,0.58,0.25,2,0.104,Medium,21,High,Normal,0.72,9.6,Decent
5.1,0.42,0,1.8,0.044,High,88,Low,Unknown,0.73,13.6,Good
7.6,0.43,0.29,2.1,0.075,High,66,High,Normal,0.64,9.5,Decent
7.7,0.18,0.34,2.7,0.066,High,58,Low,Normal,0.78,11.8,Fine
7.8,0.815,0.01,2.6,0.074,Unknown,90,Medium,Normal,0.62,10.8,Decent
7.6,0.43,0.29,2.1,0.075,High,66,High,Normal,0.64,9.5,Decent
10.2,0.23,0.37,2.2,0.057,Medium,36,Medium,Normal,0.49,9.3,Fair
7.1,0.75,0.01,2.2,0.059,Medium,18,Low,Normal,0.4,12.8,Fine
6,0.33,0.32,12.9,0.054,Low,113,Medium,Normal,0.56,11.5,Fair
7.8,0.55,0,1.7,0.07,Low,17,Medium,Normal,0.64,9.4,Fine
7.1,0.75,0.01,2.2,0.059,Medium,18,Low,Normal,0.4,12.8,Fine
8.1,0.73,0,2.5,0.081,Medium,24,Very High,Normal,0.46,9.6,Fair
6.5,0.67,0,4.3,0.057,Medium,20,Low,Normal,0.56,11.8,Fair
7.5,0.61,0.2,1.7,0.076,Unknown,60,Low,Very Accidic,0.4,9.3,Decent
9.8,0.37,0.39,2.5,0.079,Unknown,65,High,Normal,0.59,9.8,Decent
9,0.4,0.41,2,0.058,High,40,Low,Normal,0.6,12.2,Fine
8.3,0.56,0.22,2.4,0.082,Medium,86,Very High,Normal,0.62,9.5,Decent
5.9,0.29,0.25,13.4,0.067,Unknown,160,High,Normal,0.54,10.3,Fine
7.4,0.55,0.19,1.8,0.082,High,34,Medium,Normal,0.68,10.5,Decent
7.4,0.74,0.07,1.7,0.086,High,48,Low,Very Accidic,0.48,10,Decent
7.4,0.55,0.19,1.8,0.082,High,34,Medium,Normal,0.68,10.5,Decent
6.9,0.41,0.33,2.2,0.081,Unknown,36,Low,Normal,0.75,11.1,Fine
7.1,0.6,0.01,2.3,0.079,Unknown,37,Low,Normal,0.61,10.9,Fine
7.1,0.6,0.01,2.3,0.079,Unknown,37,Low,Normal,0.61,10.9,Fine
7.5,0.58,0.14,2.2,0.077,Unknown,60,Medium,Normal,0.59,9.8,Decent
7.1,0.72,0,1.8,0.123,Low,14,Medium,Normal,0.58,9.8,Decent
7.9,0.66,0,1.4,0.096,Low,13,Medium,Normal,0.58,9.5,Decent
